series_id,title,date,value,units,frequency,publisher,verified,verified_against,why_not_verified,source_url
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1985-01-01,144.25,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1985-04-01,144.78,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1985-07-01,145.67,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1985-10-01,140.84,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1986-01-01,141.45,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1986-04-01,144.11,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1986-07-01,139.68,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1986-10-01,136.02,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1987-01-01,132.98,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1987-04-01,123.63,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1987-07-01,115.1,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1987-10-01,104.24,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1988-01-01,120.83,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1988-04-01,114.08,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1988-07-01,125.5,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1988-10-01,131.18,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1989-01-01,127.91,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1989-04-01,103.79,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1989-07-01,103.25,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1989-10-01,101.37,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1990-01-01,97.97,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1990-04-01,111.39,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1990-07-01,121.03,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1990-10-01,118.63,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1991-01-01,123.55,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1991-04-01,126.52,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1991-07-01,130.34,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1991-10-01,130.44,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1992-01-01,132.39,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1992-04-01,133.49,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1992-07-01,134.2,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1992-10-01,134.89,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1993-01-01,134.58,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1993-04-01,135.04,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1993-07-01,137.47,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1993-10-01,138.26,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1994-01-01,139.32,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1994-04-01,142.6,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1994-07-01,144.17,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1994-10-01,143.56,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1995-01-01,145.56,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1995-04-01,148.4,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1995-07-01,149.75,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1995-10-01,150.27,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1996-01-01,152.59,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1996-04-01,154.98,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1996-07-01,155.56,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1996-10-01,157.62,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1997-01-01,157.48,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1997-04-01,158.64,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1997-07-01,160.06,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1997-10-01,161.95,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1998-01-01,161.83,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1998-04-01,164.53,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1998-07-01,165.93,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1998-10-01,165.66,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1999-01-01,167.74,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1999-04-01,171.48,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1999-07-01,170.94,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,1999-10-01,171.31,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2000-01-01,170.95,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2000-04-01,172.97,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2000-07-01,174.35,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2000-10-01,174.88,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2001-01-01,177.58,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2001-04-01,181.33,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2001-07-01,183.77,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2001-10-01,184.29,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2002-01-01,187.19,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2002-04-01,192.31,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2002-07-01,193.68,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2002-10-01,193.24,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2003-01-01,194.58,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2003-04-01,197.57,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2003-07-01,202.11,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2003-10-01,209.88,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2004-01-01,211.08,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2004-04-01,216.41,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2004-07-01,227.22,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2004-10-01,229.7,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2005-01-01,235.14,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2005-04-01,243.8,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2005-07-01,253.06,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2005-10-01,260.29,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2006-01-01,264.72,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2006-04-01,270.91,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2006-07-01,276.14,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2006-10-01,277.93,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2007-01-01,281.52,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2007-04-01,284.39,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2007-07-01,283.73,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
AKSTHPI,FHFA All-Transactions HPI -- Alaska,2007-10-01,282.87,index 1980Q1=100,quarterly,FHFA,yes,FHFA All-Transactions house price index,,https://www.fhfa.gov/hpi/download/quarterly_datasets/
